"","Prezzo","Consumi","Gradi","Consumiperc","Prezzoperc"
"33470",28.76,47824.2,7,-1.15576830069818,-2.54151135208404
"33471",28.57,47387,8,-0.914181523161908,-0.660639777468711
"33472",28.07,47043.9,8,-0.724038238335405,-1.75008750437522
"33473",27.6,46855.5,9,-0.400477001269031,-1.67438546490915
"33474",27.17,46268.1,9,-1.25364151487019,-1.55797101449275
"33475",27.41,46794.3,9,1.13728465184437,0.883327199116667
"33476",27.43,46810.4,6,0.0344058998638692,0.0729660707770871
"33477",27.74,47080.9,4,0.57786303898279,1.13014947138169
"33478",28.65,47893.1,5,1.72511570509484,3.28046142754146
"33479",28.71,48273.9,5,0.79510409641473,0.209424083769641
"33480",27.09,47558.1,5,-1.48278883620342,-5.64263322884013
"33481",25.79,45836.3,5,-3.62041376758112,-4.79881875230713
"33482",25.36,44138.4,6,-3.70426932365833,-1.66731291198139
"33483",25.03,41553.5,8,-5.85635183876172,-1.30126182965299
"33484",24.1,38607.5,8,-7.08965550434981,-3.71554135037954
"33485",23.91,35850.7,7,-7.14058149323319,-0.788381742738595
"33486",23.45,35095.5,7,-2.10651395928112,-1.92388122124634
"33487",23.32,34747,7,-0.993004801185337,-0.554371002132192
"33488",23.6,34809.6,7,0.180159438224879,1.20068610634649
"33489",24.29,35592.9,8,2.25024131274132,2.92372881355931
"33490",25.01,38441.5,8,8.0032815533435,2.96418279127214
"33491",26.11,43742.2,7,13.789004071121,4.3982407037185
"33492",28.76,48184.3,7,10.1551819524395,10.1493680582153
"33493",29.58,48881.8,8,1.44756694607995,2.85118219749651
"33494",29.14,48419,9,-0.946773645815013,-1.48749154834347
"33495",29.29,48401.6,9,-0.0359363059955832,0.514756348661629
