,TSTOT.PrezzoScandi,TSTOT.ConsumiScandi,TSTOT.GradiScandi,TSTOT.ConsumipercScandi,TSTOT.PrezzopercScandi,TSTOT.BankHolidayScandi,TSTOT.EndYearScandi,TSTOT.DayOfWeekScandi,TSTOT.DayOffScandi,lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica
125,30.95,33294.3,8.0,-0.673329355608583,0.16181229773463,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
126,32.01,34126.4,11.0,1.67802831672786,1.42585551330798,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
127,35.05,35318.1,11.0,-0.21246959170239701,0.631639391329311,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
128,35.07,35304.6,10.0,-0.5952246874648089,-2.12112754674853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
129,32.88,34903.8,12.0,-0.31359243265472697,0.0913242009132455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
130,31.82,34164.2,12.0,-0.8917485698372041,0.410224045440199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
131,28.91,32494.0,16.0,-1.32402064986335,-1.46557600545331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
132,29.04,31819.0,8.0,-1.3673237218731498,-0.5479452054794529,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
133,30.49,32317.1,10.0,1.25515015744207,1.7011340893929199,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134,31.17,34201.7,10.0,-0.8186405289409671,0.354153251770776,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
135,34.41,34508.9,13.0,-0.505991166057363,-1.2908777969018999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
136,29.93,33482.1,11.0,-2.00714705908178,-2.22149624305782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
137,27.97,31837.4,12.0,-0.0436402909771275,0.6115107913669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
138,29.72,33148.1,15.0,-1.13367255027111,-0.900300100033343,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
139,28.85,31668.5,14.0,-0.327013382684347,-0.5858028945554731,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140,27.31,30563.4,19.0,3.06565995488008,4.356132976690859,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
141,29.6,32860.6,11.0,-0.756543878034858,-0.403768506056519,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
142,29.91,35735.0,18.0,-0.49536517518775003,0.30181086519114597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
143,28.87,35086.7,18.0,-1.4202549996909402,-1.8694765465669598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
144,25.32,34489.6,20.0,-1.15525597044654,-1.82241178751454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
145,25.69,34175.4,21.0,-1.9759467420828798,-5.9663250366032194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
146,23.1,31972.6,16.0,-0.15832222163237603,0.13003901170351598,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
147,22.32,30503.8,18.0,1.6742496208522901,3.52504638218925,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
148,24.68,34809.3,11.0,0.123970983311394,-0.161812297734624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
